sheet,axis,boundary_index,position,total_pixels,nontransparent_pixels,line_like_pixels,dominant_bucket,dominant_count,nontransparent_ratio,line_like_ratio,dominant_total_ratio,dominant_line_like_ratio,erase
敌人单位17-32透明背景.png,column,1,303,1254,15,13,1:10:10:10,2,0.0120,0.0104,0.0016,0.1538,false
敌人单位17-32透明背景.png,column,1,304,1254,15,12,0:9:7:6,1,0.0120,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,column,1,305,1254,15,11,2:10:10:10,1,0.0120,0.0088,0.0008,0.0909,false
敌人单位17-32透明背景.png,column,1,306,1254,15,14,1:10:10:10,2,0.0120,0.0112,0.0016,0.1429,false
敌人单位17-32透明背景.png,column,1,307,1254,14,14,9:0:0:0,2,0.0112,0.0112,0.0016,0.1429,false
敌人单位17-32透明背景.png,column,1,308,1254,14,13,1:10:10:10,2,0.0112,0.0104,0.0016,0.1538,false
敌人单位17-32透明背景.png,column,1,309,1254,16,14,1:10:10:10,2,0.0128,0.0112,0.0016,0.1429,false
敌人单位17-32透明背景.png,column,1,310,1254,17,17,1:10:10:10,2,0.0136,0.0136,0.0016,0.1176,false
敌人单位17-32透明背景.png,column,1,311,1254,1174,1173,0:10:10:10,1085,0.9362,0.9354,0.8652,0.9250,true
敌人单位17-32透明背景.png,column,1,312,1254,1254,1251,8:3:3:3,579,1.0000,0.9976,0.4617,0.4628,true
敌人单位17-32透明背景.png,column,1,313,1254,1254,1253,12:2:2:2,577,1.0000,0.9992,0.4601,0.4605,true
敌人单位17-32透明背景.png,column,1,314,1254,1254,1252,4:3:3:3,1170,1.0000,0.9984,0.9330,0.9345,true
敌人单位17-32透明背景.png,column,1,315,1254,14,14,9:0:0:0,2,0.0112,0.0112,0.0016,0.1429,false
敌人单位17-32透明背景.png,column,1,316,1254,17,14,1:10:10:10,2,0.0136,0.0112,0.0016,0.1429,false
敌人单位17-32透明背景.png,column,1,317,1254,17,17,9:0:0:0,2,0.0136,0.0136,0.0016,0.1176,false
敌人单位17-32透明背景.png,column,1,318,1254,17,17,9:0:0:0,2,0.0136,0.0136,0.0016,0.1176,false
敌人单位17-32透明背景.png,column,1,319,1254,16,14,9:0:0:0,2,0.0128,0.0112,0.0016,0.1429,false
敌人单位17-32透明背景.png,column,1,320,1254,16,14,9:1:1:1,2,0.0128,0.0112,0.0016,0.1429,false
敌人单位17-32透明背景.png,column,1,321,1254,16,14,9:0:0:0,1,0.0128,0.0112,0.0008,0.0714,false
敌人单位17-32透明背景.png,column,1,322,1254,17,14,9:0:0:0,1,0.0136,0.0112,0.0008,0.0714,false
敌人单位17-32透明背景.png,column,1,323,1254,49,33,7:0:0:0,13,0.0391,0.0263,0.0104,0.3939,false
敌人单位17-32透明背景.png,column,1,324,1254,51,40,15:0:0:0,24,0.0407,0.0319,0.0191,0.6000,false
敌人单位17-32透明背景.png,column,1,325,1254,51,46,11:0:0:0,15,0.0407,0.0367,0.0120,0.3261,false
敌人单位17-32透明背景.png,column,1,326,1254,70,57,6:8:7:6,6,0.0558,0.0455,0.0048,0.1053,false
敌人单位17-32透明背景.png,column,1,327,1254,69,58,15:0:0:0,17,0.0550,0.0463,0.0136,0.2931,false
敌人单位17-32透明背景.png,column,1,328,1254,76,65,12:0:0:0,7,0.0606,0.0518,0.0056,0.1077,false
敌人单位17-32透明背景.png,column,1,329,1254,77,69,15:8:7:6,9,0.0614,0.0550,0.0072,0.1304,false
敌人单位17-32透明背景.png,column,1,330,1254,81,73,15:10:10:10,9,0.0646,0.0582,0.0072,0.1233,false
敌人单位17-32透明背景.png,column,2,611,1254,15,12,0:8:7:7,1,0.0120,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,column,2,612,1254,15,14,5:0:0:0,2,0.0120,0.0112,0.0016,0.1429,false
敌人单位17-32透明背景.png,column,2,613,1254,15,14,5:0:0:0,2,0.0120,0.0112,0.0016,0.1429,false
敌人单位17-32透明背景.png,column,2,614,1254,15,12,8:0:0:0,1,0.0120,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,column,2,615,1254,15,12,8:0:0:0,1,0.0120,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,column,2,616,1254,15,14,5:0:0:0,2,0.0120,0.0112,0.0016,0.1429,false
敌人单位17-32透明背景.png,column,2,617,1254,15,12,1:7:5:5,1,0.0120,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,column,2,618,1254,16,13,1:10:10:10,2,0.0128,0.0104,0.0016,0.1538,false
敌人单位17-32透明背景.png,column,2,619,1254,17,14,1:10:10:10,2,0.0136,0.0112,0.0016,0.1429,false
敌人单位17-32透明背景.png,column,2,620,1254,16,16,5:0:0:0,2,0.0128,0.0128,0.0016,0.1250,false
敌人单位17-32透明背景.png,column,2,621,1254,15,15,5:0:0:0,2,0.0120,0.0120,0.0016,0.1333,false
敌人单位17-32透明背景.png,column,2,622,1254,14,13,1:10:10:10,2,0.0112,0.0104,0.0016,0.1538,false
敌人单位17-32透明背景.png,column,2,623,1254,16,14,1:10:10:10,2,0.0128,0.0112,0.0016,0.1429,false
敌人单位17-32透明背景.png,column,2,624,1254,14,13,1:10:10:10,2,0.0112,0.0104,0.0016,0.1538,false
敌人单位17-32透明背景.png,column,2,625,1254,18,14,0:7:6:6,4,0.0144,0.0112,0.0032,0.2857,false
敌人单位17-32透明背景.png,column,2,626,1254,1254,1254,5:7:7:7,584,1.0000,1.0000,0.4657,0.4657,true
敌人单位17-32透明背景.png,column,2,627,1254,1254,1252,12:3:3:3,494,1.0000,0.9984,0.3939,0.3946,true
敌人单位17-32透明背景.png,column,2,628,1254,1254,1060,2:1:1:1,443,1.0000,0.8453,0.3533,0.4179,true
敌人单位17-32透明背景.png,column,2,629,1254,14,13,1:10:10:10,2,0.0112,0.0104,0.0016,0.1538,false
敌人单位17-32透明背景.png,column,2,630,1254,16,13,8:0:0:0,2,0.0128,0.0104,0.0016,0.1538,false
敌人单位17-32透明背景.png,column,2,631,1254,16,15,1:10:10:10,2,0.0128,0.0120,0.0016,0.1333,false
敌人单位17-32透明背景.png,column,2,632,1254,15,13,1:10:10:10,2,0.0120,0.0104,0.0016,0.1538,false
敌人单位17-32透明背景.png,column,2,633,1254,15,13,9:0:0:0,2,0.0120,0.0104,0.0016,0.1538,false
敌人单位17-32透明背景.png,column,2,634,1254,15,13,1:10:10:10,2,0.0120,0.0104,0.0016,0.1538,false
敌人单位17-32透明背景.png,column,2,635,1254,15,13,1:10:10:10,2,0.0120,0.0104,0.0016,0.1538,false
敌人单位17-32透明背景.png,column,2,636,1254,16,14,5:0:0:0,2,0.0128,0.0112,0.0016,0.1429,false
敌人单位17-32透明背景.png,column,2,637,1254,16,15,9:0:0:0,2,0.0128,0.0120,0.0016,0.1333,false
敌人单位17-32透明背景.png,column,2,638,1254,15,12,9:0:0:0,2,0.0120,0.0096,0.0016,0.1667,false
敌人单位17-32透明背景.png,column,2,639,1254,15,13,9:0:0:0,1,0.0120,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,column,2,640,1254,18,17,9:0:0:0,3,0.0144,0.0136,0.0024,0.1765,false
敌人单位17-32透明背景.png,column,2,641,1254,18,15,9:0:0:0,1,0.0144,0.0120,0.0008,0.0667,false
敌人单位17-32透明背景.png,column,2,642,1254,39,19,6:0:0:0,3,0.0311,0.0152,0.0024,0.1579,false
敌人单位17-32透明背景.png,column,2,643,1254,39,18,15:0:0:0,4,0.0311,0.0144,0.0032,0.2222,false
敌人单位17-32透明背景.png,column,3,924,1254,32,19,9:0:0:0,3,0.0255,0.0152,0.0024,0.1579,false
敌人单位17-32透明背景.png,column,3,925,1254,30,15,9:0:0:0,2,0.0239,0.0120,0.0016,0.1333,false
敌人单位17-32透明背景.png,column,3,926,1254,29,16,9:0:0:0,2,0.0231,0.0128,0.0016,0.1250,false
敌人单位17-32透明背景.png,column,3,927,1254,22,16,9:0:0:0,2,0.0175,0.0128,0.0016,0.1250,false
敌人单位17-32透明背景.png,column,3,928,1254,23,18,9:0:0:0,3,0.0183,0.0144,0.0024,0.1667,false
敌人单位17-32透明背景.png,column,3,929,1254,15,15,9:0:0:0,2,0.0120,0.0120,0.0016,0.1333,false
敌人单位17-32透明背景.png,column,3,930,1254,16,14,1:10:10:10,2,0.0128,0.0112,0.0016,0.1429,false
敌人单位17-32透明背景.png,column,3,931,1254,15,13,1:10:10:10,2,0.0120,0.0104,0.0016,0.1538,false
敌人单位17-32透明背景.png,column,3,932,1254,15,12,0:9:6:6,1,0.0120,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,column,3,933,1254,15,12,1:10:10:10,2,0.0120,0.0096,0.0016,0.1667,false
敌人单位17-32透明背景.png,column,3,934,1254,14,13,9:0:0:0,2,0.0112,0.0104,0.0016,0.1538,false
敌人单位17-32透明背景.png,column,3,935,1254,14,13,1:10:10:10,2,0.0112,0.0104,0.0016,0.1538,false
敌人单位17-32透明背景.png,column,3,936,1254,14,11,1:10:10:10,2,0.0112,0.0088,0.0016,0.1818,false
敌人单位17-32透明背景.png,column,3,937,1254,15,14,1:10:10:10,2,0.0120,0.0112,0.0016,0.1429,false
敌人单位17-32透明背景.png,column,3,938,1254,40,38,0:10:10:10,7,0.0319,0.0303,0.0056,0.1842,false
敌人单位17-32透明背景.png,column,3,939,1254,1252,1252,3:8:8:8,532,0.9984,0.9984,0.4242,0.4249,true
敌人单位17-32透明背景.png,column,3,940,1254,1254,1253,10:3:3:3,886,1.0000,0.9992,0.7065,0.7071,true
敌人单位17-32透明背景.png,column,3,941,1254,1254,1254,7:2:2:2,951,1.0000,1.0000,0.7584,0.7584,true
敌人单位17-32透明背景.png,column,3,942,1254,14,12,9:0:0:0,2,0.0112,0.0096,0.0016,0.1667,false
敌人单位17-32透明背景.png,column,3,943,1254,14,13,8:0:0:0,2,0.0112,0.0104,0.0016,0.1538,false
敌人单位17-32透明背景.png,column,3,944,1254,15,12,1:10:10:10,2,0.0120,0.0096,0.0016,0.1667,false
敌人单位17-32透明背景.png,column,3,945,1254,15,15,4:0:0:0,2,0.0120,0.0120,0.0016,0.1333,false
敌人单位17-32透明背景.png,column,3,946,1254,16,13,1:10:10:10,2,0.0128,0.0104,0.0016,0.1538,false
敌人单位17-32透明背景.png,column,3,947,1254,16,14,8:0:0:0,1,0.0128,0.0112,0.0008,0.0714,false
敌人单位17-32透明背景.png,column,3,948,1254,16,13,8:0:0:0,1,0.0128,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,column,3,949,1254,16,13,8:0:0:0,1,0.0128,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,column,3,950,1254,15,14,8:0:0:0,1,0.0120,0.0112,0.0008,0.0714,false
敌人单位17-32透明背景.png,column,3,951,1254,24,14,8:0:0:0,1,0.0191,0.0112,0.0008,0.0714,false
敌人单位17-32透明背景.png,column,3,952,1254,15,13,9:0:0:0,2,0.0120,0.0104,0.0016,0.1538,false
敌人单位17-32透明背景.png,column,3,953,1254,42,19,5:0:0:0,3,0.0335,0.0152,0.0024,0.1579,false
敌人单位17-32透明背景.png,column,3,954,1254,41,20,15:0:0:0,4,0.0327,0.0159,0.0032,0.2000,false
敌人单位17-32透明背景.png,column,3,955,1254,65,44,15:0:0:0,14,0.0518,0.0351,0.0112,0.3182,false
敌人单位17-32透明背景.png,column,3,956,1254,71,55,9:0:0:0,11,0.0566,0.0439,0.0088,0.2000,false
敌人单位17-32透明背景.png,column,4,1238,1254,61,19,15:0:0:0,3,0.0486,0.0152,0.0024,0.1579,false
敌人单位17-32透明背景.png,column,4,1239,1254,60,17,8:0:0:0,2,0.0478,0.0136,0.0016,0.1176,false
敌人单位17-32透明背景.png,column,4,1240,1254,54,19,15:0:0:0,4,0.0431,0.0152,0.0032,0.2105,false
敌人单位17-32透明背景.png,column,4,1241,1254,53,16,8:0:0:0,2,0.0423,0.0128,0.0016,0.1250,false
敌人单位17-32透明背景.png,column,4,1242,1254,42,17,8:0:0:0,2,0.0335,0.0136,0.0016,0.1176,false
敌人单位17-32透明背景.png,column,4,1243,1254,35,27,12:0:0:0,12,0.0279,0.0215,0.0096,0.4444,false
敌人单位17-32透明背景.png,column,4,1244,1254,21,20,0:0:0:0,6,0.0167,0.0159,0.0048,0.3000,false
敌人单位17-32透明背景.png,column,4,1245,1254,14,14,1:10:10:10,2,0.0112,0.0112,0.0016,0.1429,false
敌人单位17-32透明背景.png,column,4,1246,1254,15,14,5:0:0:0,2,0.0120,0.0112,0.0016,0.1429,false
敌人单位17-32透明背景.png,column,4,1247,1254,14,14,5:0:0:0,2,0.0112,0.0112,0.0016,0.1429,false
敌人单位17-32透明背景.png,column,4,1248,1254,15,15,5:0:0:0,2,0.0120,0.0120,0.0016,0.1333,false
敌人单位17-32透明背景.png,column,4,1249,1254,15,15,1:10:10:10,2,0.0120,0.0120,0.0016,0.1333,false
敌人单位17-32透明背景.png,column,4,1250,1254,14,14,1:10:10:10,2,0.0112,0.0112,0.0016,0.1429,false
敌人单位17-32透明背景.png,column,4,1251,1254,15,15,5:0:0:0,2,0.0120,0.0120,0.0016,0.1333,false
敌人单位17-32透明背景.png,column,4,1252,1254,15,13,1:10:10:10,2,0.0120,0.0104,0.0016,0.1538,false
敌人单位17-32透明背景.png,column,4,1253,1254,1254,1074,7:0:0:0,866,1.0000,0.8565,0.6906,0.8063,true
敌人单位17-32透明背景.png,row,0,0,1254,1254,989,9:0:0:0,942,1.0000,0.7887,0.7512,0.9525,true
敌人单位17-32透明背景.png,row,0,1,1254,1254,920,5:0:0:0,906,1.0000,0.7337,0.7225,0.9848,true
敌人单位17-32透明背景.png,row,0,2,1254,13,13,8:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,0,3,1254,12,12,8:0:0:0,1,0.0096,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,row,0,4,1254,12,12,9:0:0:0,1,0.0096,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,row,0,5,1254,13,13,9:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,0,6,1254,13,12,9:0:0:0,1,0.0104,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,row,0,7,1254,12,11,9:0:0:0,1,0.0096,0.0088,0.0008,0.0909,false
敌人单位17-32透明背景.png,row,0,8,1254,13,12,9:0:0:0,1,0.0104,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,row,0,9,1254,12,11,9:0:0:0,1,0.0096,0.0088,0.0008,0.0909,false
敌人单位17-32透明背景.png,row,0,10,1254,12,12,9:0:0:0,1,0.0096,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,row,0,11,1254,12,11,9:0:0:0,1,0.0096,0.0088,0.0008,0.0909,false
敌人单位17-32透明背景.png,row,0,12,1254,12,12,9:0:0:0,1,0.0096,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,row,0,13,1254,12,12,12:2:2:2,2,0.0096,0.0096,0.0016,0.1667,false
敌人单位17-32透明背景.png,row,0,14,1254,13,12,12:2:2:2,2,0.0104,0.0096,0.0016,0.1667,false
敌人单位17-32透明背景.png,row,0,15,1254,13,12,2:0:0:0,2,0.0104,0.0096,0.0016,0.1667,false
敌人单位17-32透明背景.png,row,0,16,1254,13,13,12:2:2:2,2,0.0104,0.0104,0.0016,0.1538,false
敌人单位17-32透明背景.png,row,1,298,1254,13,12,9:0:0:0,1,0.0104,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,row,1,299,1254,13,13,9:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,1,300,1254,13,13,9:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,1,301,1254,13,13,9:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,1,302,1254,13,12,9:0:0:0,1,0.0104,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,row,1,303,1254,13,13,9:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,1,304,1254,13,12,9:0:0:0,1,0.0104,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,row,1,305,1254,13,12,13:2:2:2,2,0.0104,0.0096,0.0016,0.1667,false
敌人单位17-32透明背景.png,row,1,306,1254,13,13,9:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,1,307,1254,13,13,9:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,1,308,1254,13,12,9:0:0:0,1,0.0104,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,row,1,309,1254,13,9,0:10:10:10,1,0.0104,0.0072,0.0008,0.1111,false
敌人单位17-32透明背景.png,row,1,310,1254,12,12,9:0:0:0,1,0.0096,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,row,1,311,1254,858,839,0:7:6:6,410,0.6842,0.6691,0.3270,0.4887,true
敌人单位17-32透明背景.png,row,1,312,1254,1253,1252,2:10:10:10,870,0.9992,0.9984,0.6938,0.6949,true
敌人单位17-32透明背景.png,row,1,313,1254,1254,1252,6:4:3:3,788,1.0000,0.9984,0.6284,0.6294,true
敌人单位17-32透明背景.png,row,1,314,1254,1254,1254,9:0:0:0,1166,1.0000,1.0000,0.9298,0.9298,true
敌人单位17-32透明背景.png,row,1,315,1254,1254,1250,2:0:0:0,888,1.0000,0.9968,0.7081,0.7104,true
敌人单位17-32透明背景.png,row,1,316,1254,12,10,12:2:2:2,2,0.0096,0.0080,0.0016,0.2000,false
敌人单位17-32透明背景.png,row,1,317,1254,19,14,0:1:1:1,3,0.0152,0.0112,0.0024,0.2143,false
敌人单位17-32透明背景.png,row,1,318,1254,13,11,2:0:0:0,1,0.0104,0.0088,0.0008,0.0909,false
敌人单位17-32透明背景.png,row,1,319,1254,13,13,9:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,1,320,1254,14,14,9:0:0:0,1,0.0112,0.0112,0.0008,0.0714,false
敌人单位17-32透明背景.png,row,1,321,1254,14,12,0:10:10:10,2,0.0112,0.0096,0.0016,0.1667,false
敌人单位17-32透明背景.png,row,1,322,1254,14,12,13:3:2:2,2,0.0112,0.0096,0.0016,0.1667,false
敌人单位17-32透明背景.png,row,1,323,1254,14,14,13:3:2:2,2,0.0112,0.0112,0.0016,0.1429,false
敌人单位17-32透明背景.png,row,1,324,1254,14,14,13:3:2:2,2,0.0112,0.0112,0.0016,0.1429,false
敌人单位17-32透明背景.png,row,1,325,1254,14,14,13:3:2:2,2,0.0112,0.0112,0.0016,0.1429,false
敌人单位17-32透明背景.png,row,1,326,1254,14,14,9:0:0:0,1,0.0112,0.0112,0.0008,0.0714,false
敌人单位17-32透明背景.png,row,1,327,1254,13,13,9:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,1,328,1254,13,13,13:2:2:2,2,0.0104,0.0104,0.0016,0.1538,false
敌人单位17-32透明背景.png,row,1,329,1254,13,13,9:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,1,330,1254,13,13,9:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,2,611,1254,14,12,9:0:0:0,1,0.0112,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,row,2,612,1254,14,12,1:10:10:10,1,0.0112,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,row,2,613,1254,14,12,1:10:10:10,1,0.0112,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,row,2,614,1254,14,14,9:0:0:0,1,0.0112,0.0112,0.0008,0.0714,false
敌人单位17-32透明背景.png,row,2,615,1254,14,14,9:0:0:0,1,0.0112,0.0112,0.0008,0.0714,false
敌人单位17-32透明背景.png,row,2,616,1254,14,14,9:0:0:0,1,0.0112,0.0112,0.0008,0.0714,false
敌人单位17-32透明背景.png,row,2,617,1254,14,13,9:0:0:0,1,0.0112,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,2,618,1254,13,13,9:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,2,619,1254,13,13,10:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,2,620,1254,13,13,9:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,2,621,1254,13,13,9:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,2,622,1254,14,14,10:0:0:0,1,0.0112,0.0112,0.0008,0.0714,false
敌人单位17-32透明背景.png,row,2,623,1254,15,12,0:10:10:10,1,0.0120,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,row,2,624,1254,12,9,7:4:4:4,1,0.0096,0.0072,0.0008,0.1111,false
敌人单位17-32透明背景.png,row,2,625,1254,25,25,0:9:8:7,5,0.0199,0.0199,0.0040,0.2000,false
敌人单位17-32透明背景.png,row,2,626,1254,1254,1252,2:10:9:9,877,1.0000,0.9984,0.6994,0.7005,true
敌人单位17-32透明背景.png,row,2,627,1254,1254,1252,10:2:2:2,552,1.0000,0.9984,0.4402,0.4409,true
敌人单位17-32透明背景.png,row,2,628,1254,1254,956,5:0:0:0,678,1.0000,0.7624,0.5407,0.7092,true
敌人单位17-32透明背景.png,row,2,629,1254,12,9,6:3:3:3,1,0.0096,0.0072,0.0008,0.1111,false
敌人单位17-32透明背景.png,row,2,630,1254,13,13,9:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,2,631,1254,14,14,9:0:0:0,1,0.0112,0.0112,0.0008,0.0714,false
敌人单位17-32透明背景.png,row,2,632,1254,13,13,9:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,2,633,1254,13,13,9:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,2,634,1254,13,12,9:0:0:0,1,0.0104,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,row,2,635,1254,13,11,9:0:0:0,1,0.0104,0.0088,0.0008,0.0909,false
敌人单位17-32透明背景.png,row,2,636,1254,13,12,2:0:0:0,1,0.0104,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,row,2,637,1254,13,11,0:10:10:10,1,0.0104,0.0088,0.0008,0.0909,false
敌人单位17-32透明背景.png,row,2,638,1254,13,13,9:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,2,639,1254,13,13,9:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,2,640,1254,13,12,9:0:0:0,1,0.0104,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,row,2,641,1254,13,12,9:0:0:0,1,0.0104,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,row,2,642,1254,13,12,9:0:0:0,1,0.0104,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,row,2,643,1254,13,12,9:0:0:0,1,0.0104,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,row,3,924,1254,13,13,9:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,3,925,1254,13,13,12:2:2:2,2,0.0104,0.0104,0.0016,0.1538,false
敌人单位17-32透明背景.png,row,3,926,1254,13,13,12:2:2:2,2,0.0104,0.0104,0.0016,0.1538,false
敌人单位17-32透明背景.png,row,3,927,1254,13,13,9:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,3,928,1254,13,13,9:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,3,929,1254,13,13,9:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,3,930,1254,13,13,9:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,3,931,1254,13,13,9:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,3,932,1254,13,13,9:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,3,933,1254,13,13,9:0:0:0,1,0.0104,0.0104,0.0008,0.0769,false
敌人单位17-32透明背景.png,row,3,934,1254,13,12,9:0:0:0,1,0.0104,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,row,3,935,1254,13,12,9:0:0:0,1,0.0104,0.0096,0.0008,0.0833,false
敌人单位17-32透明背景.png,row,3,936,1254,13,11,2:0:0:0,1,0.0104,0.0088,0.0008,0.0909,false
敌人单位17-32透明背景.png,row,3,937,1254,13,12,2:0:0:0,2,0.0104,0.0096,0.0016,0.1667,false
