sheet,axis,boundary_index,position,total_pixels,nontransparent_pixels,line_like_pixels,dominant_bucket,dominant_count,nontransparent_ratio,line_like_ratio,dominant_total_ratio,dominant_line_like_ratio,erase
玩家单位1-16黑色背景.png,column,1,300,1254,20,20,5:6:6:6,2,0.0159,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,column,1,301,1254,20,20,5:6:6:6,2,0.0159,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,column,1,302,1254,20,19,5:6:6:6,2,0.0159,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,column,1,303,1254,21,20,5:6:6:6,3,0.0167,0.0159,0.0024,0.1500,false
玩家单位1-16黑色背景.png,column,1,304,1254,21,21,5:6:6:6,2,0.0167,0.0167,0.0016,0.0952,false
玩家单位1-16黑色背景.png,column,1,305,1254,21,21,5:6:6:6,3,0.0167,0.0167,0.0024,0.1429,false
玩家单位1-16黑色背景.png,column,1,306,1254,20,20,5:7:6:6,2,0.0159,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,column,1,307,1254,20,19,5:7:6:6,2,0.0159,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,column,1,308,1254,21,19,4:7:6:6,2,0.0167,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,column,1,309,1254,20,20,5:7:6:6,2,0.0159,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,column,1,310,1254,19,19,5:6:6:6,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,column,1,311,1254,18,18,4:7:6:6,2,0.0144,0.0144,0.0016,0.1111,false
玩家单位1-16黑色背景.png,column,1,312,1254,18,18,4:7:6:6,2,0.0144,0.0144,0.0016,0.1111,false
玩家单位1-16黑色背景.png,column,1,313,1254,18,17,4:6:6:5,2,0.0144,0.0136,0.0016,0.1176,false
玩家单位1-16黑色背景.png,column,1,314,1254,203,203,0:10:10:10,94,0.1619,0.1619,0.0750,0.4631,false
玩家单位1-16黑色背景.png,column,1,315,1254,1243,1243,3:7:7:7,843,0.9912,0.9912,0.6722,0.6782,true
玩家单位1-16黑色背景.png,column,1,316,1254,1243,1242,5:6:6:6,894,0.9912,0.9904,0.7129,0.7198,true
玩家单位1-16黑色背景.png,column,1,317,1254,1243,1243,5:7:6:6,777,0.9912,0.9912,0.6196,0.6251,true
玩家单位1-16黑色背景.png,column,1,318,1254,1243,1243,2:8:8:8,610,0.9912,0.9912,0.4864,0.4907,true
玩家单位1-16黑色背景.png,column,1,319,1254,18,18,4:7:7:6,2,0.0144,0.0144,0.0016,0.1111,false
玩家单位1-16黑色背景.png,column,1,320,1254,18,18,4:6:6:5,2,0.0144,0.0144,0.0016,0.1111,false
玩家单位1-16黑色背景.png,column,1,321,1254,19,19,4:7:6:6,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,column,1,322,1254,19,19,5:7:7:6,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,column,1,323,1254,19,19,5:7:6:6,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,column,1,324,1254,20,20,5:7:6:6,2,0.0159,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,column,1,325,1254,20,20,5:7:6:6,3,0.0159,0.0159,0.0024,0.1500,false
玩家单位1-16黑色背景.png,column,1,326,1254,20,20,5:7:6:6,3,0.0159,0.0159,0.0024,0.1500,false
玩家单位1-16黑色背景.png,column,1,327,1254,20,20,5:7:6:6,3,0.0159,0.0159,0.0024,0.1500,false
玩家单位1-16黑色背景.png,column,1,328,1254,19,19,5:7:6:6,3,0.0152,0.0152,0.0024,0.1579,false
玩家单位1-16黑色背景.png,column,1,329,1254,21,21,0:4:3:4,2,0.0167,0.0167,0.0016,0.0952,false
玩家单位1-16黑色背景.png,column,1,330,1254,26,25,1:3:3:3,3,0.0207,0.0199,0.0024,0.1200,false
玩家单位1-16黑色背景.png,column,2,611,1254,49,49,14:10:10:10,12,0.0391,0.0391,0.0096,0.2449,false
玩家单位1-16黑色背景.png,column,2,612,1254,46,45,15:10:10:10,14,0.0367,0.0359,0.0112,0.3111,false
玩家单位1-16黑色背景.png,column,2,613,1254,44,42,15:7:7:7,6,0.0351,0.0335,0.0048,0.1429,false
玩家单位1-16黑色背景.png,column,2,614,1254,38,28,4:7:6:6,2,0.0303,0.0223,0.0016,0.0714,false
玩家单位1-16黑色背景.png,column,2,615,1254,34,33,0:10:10:10,7,0.0271,0.0263,0.0056,0.2121,false
玩家单位1-16黑色背景.png,column,2,616,1254,24,24,2:8:7:7,2,0.0191,0.0191,0.0016,0.0833,false
玩家单位1-16黑色背景.png,column,2,617,1254,22,22,1:4:4:3,1,0.0175,0.0175,0.0008,0.0455,false
玩家单位1-16黑色背景.png,column,2,618,1254,21,21,4:6:6:5,2,0.0167,0.0167,0.0016,0.0952,false
玩家单位1-16黑色背景.png,column,2,619,1254,20,18,1:4:4:3,1,0.0159,0.0144,0.0008,0.0556,false
玩家单位1-16黑色背景.png,column,2,620,1254,20,20,4:6:5:5,2,0.0159,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,column,2,621,1254,20,20,4:6:5:5,2,0.0159,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,column,2,622,1254,20,20,4:6:5:5,2,0.0159,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,column,2,623,1254,19,19,4:6:6:5,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,column,2,624,1254,1243,1243,1:8:7:7,344,0.9912,0.9912,0.2743,0.2767,true
玩家单位1-16黑色背景.png,column,2,625,1254,1243,1243,5:6:6:6,818,0.9912,0.9912,0.6523,0.6581,true
玩家单位1-16黑色背景.png,column,2,626,1254,1243,1243,4:7:6:6,478,0.9912,0.9912,0.3812,0.3846,true
玩家单位1-16黑色背景.png,column,2,627,1254,1243,1243,2:10:10:9,883,0.9912,0.9912,0.7041,0.7104,true
玩家单位1-16黑色背景.png,column,2,628,1254,32,28,0:6:4:4,4,0.0255,0.0223,0.0032,0.1429,false
玩家单位1-16黑色背景.png,column,2,629,1254,20,18,4:7:6:6,2,0.0159,0.0144,0.0016,0.1111,false
玩家单位1-16黑色背景.png,column,2,630,1254,33,19,4:7:6:6,2,0.0263,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,column,2,631,1254,38,19,4:7:6:6,2,0.0303,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,column,2,632,1254,43,20,5:7:6:6,2,0.0343,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,column,2,633,1254,47,20,2:9:9:8,2,0.0375,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,column,2,634,1254,51,20,5:7:6:6,3,0.0407,0.0159,0.0024,0.1500,false
玩家单位1-16黑色背景.png,column,2,635,1254,56,25,1:0:0:0,2,0.0447,0.0199,0.0016,0.0800,false
玩家单位1-16黑色背景.png,column,2,636,1254,53,29,1:0:0:0,4,0.0423,0.0231,0.0032,0.1379,false
玩家单位1-16黑色背景.png,column,2,637,1254,51,27,4:7:6:6,2,0.0407,0.0215,0.0016,0.0741,false
玩家单位1-16黑色背景.png,column,2,638,1254,44,22,4:7:6:6,2,0.0351,0.0175,0.0016,0.0909,false
玩家单位1-16黑色背景.png,column,2,639,1254,48,24,5:7:6:6,2,0.0383,0.0191,0.0016,0.0833,false
玩家单位1-16黑色背景.png,column,2,640,1254,62,23,2:7:6:6,2,0.0494,0.0183,0.0016,0.0870,false
玩家单位1-16黑色背景.png,column,2,641,1254,67,25,2:7:6:6,2,0.0534,0.0199,0.0016,0.0800,false
玩家单位1-16黑色背景.png,column,2,642,1254,68,28,4:6:6:5,2,0.0542,0.0223,0.0016,0.0714,false
玩家单位1-16黑色背景.png,column,2,643,1254,74,26,5:7:6:6,2,0.0590,0.0207,0.0016,0.0769,false
玩家单位1-16黑色背景.png,column,3,924,1254,20,20,2:9:8:8,2,0.0159,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,column,3,925,1254,21,19,2:9:8:8,2,0.0167,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,column,3,926,1254,20,20,4:7:6:6,2,0.0159,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,column,3,927,1254,20,20,4:6:6:5,2,0.0159,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,column,3,928,1254,21,20,5:6:6:6,2,0.0167,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,column,3,929,1254,21,20,2:6:6:5,2,0.0167,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,column,3,930,1254,19,19,4:6:6:5,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,column,3,931,1254,19,19,4:6:6:5,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,column,3,932,1254,19,19,4:6:6:6,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,column,3,933,1254,19,19,4:6:6:6,3,0.0152,0.0152,0.0024,0.1579,false
玩家单位1-16黑色背景.png,column,3,934,1254,1243,1243,2:7:7:7,729,0.9912,0.9912,0.5813,0.5865,true
玩家单位1-16黑色背景.png,column,3,935,1254,1244,1244,5:6:6:6,1168,0.9920,0.9920,0.9314,0.9389,true
玩家单位1-16黑色背景.png,column,3,936,1254,1244,1243,4:7:7:7,882,0.9920,0.9912,0.7033,0.7096,true
玩家单位1-16黑色背景.png,column,3,937,1254,1243,1243,1:9:9:9,489,0.9912,0.9912,0.3900,0.3934,true
玩家单位1-16黑色背景.png,column,3,938,1254,19,19,4:7:7:6,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,column,3,939,1254,19,19,2:9:8:8,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,column,3,940,1254,19,19,4:6:6:5,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,column,3,941,1254,20,20,4:6:6:5,2,0.0159,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,column,3,942,1254,20,19,4:6:6:5,2,0.0159,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,column,3,943,1254,20,20,4:6:6:6,3,0.0159,0.0159,0.0024,0.1500,false
玩家单位1-16黑色背景.png,column,3,944,1254,21,20,4:7:6:6,2,0.0167,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,column,3,945,1254,21,19,0:4:4:3,1,0.0167,0.0152,0.0008,0.0526,false
玩家单位1-16黑色背景.png,column,3,946,1254,20,19,4:7:6:6,2,0.0159,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,column,3,947,1254,20,20,4:7:6:6,2,0.0159,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,column,3,948,1254,20,20,0:4:4:3,1,0.0159,0.0159,0.0008,0.0500,false
玩家单位1-16黑色背景.png,column,3,949,1254,19,19,0:4:4:3,1,0.0152,0.0152,0.0008,0.0526,false
玩家单位1-16黑色背景.png,column,3,950,1254,19,19,0:4:4:3,1,0.0152,0.0152,0.0008,0.0526,false
玩家单位1-16黑色背景.png,column,3,951,1254,19,19,2:9:8:8,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,column,3,952,1254,19,19,5:7:6:6,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,column,3,953,1254,19,18,5:7:6:6,2,0.0152,0.0144,0.0016,0.1111,false
玩家单位1-16黑色背景.png,column,3,954,1254,19,19,5:7:6:6,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,column,3,955,1254,19,19,5:7:6:6,3,0.0152,0.0152,0.0024,0.1579,false
玩家单位1-16黑色背景.png,column,3,956,1254,19,19,5:7:6:6,3,0.0152,0.0152,0.0024,0.1579,false
玩家单位1-16黑色背景.png,column,4,1238,1254,20,20,5:7:6:6,2,0.0159,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,column,4,1239,1254,20,20,5:6:6:6,3,0.0159,0.0159,0.0024,0.1500,false
玩家单位1-16黑色背景.png,column,4,1240,1254,19,19,2:8:8:8,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,column,4,1241,1254,20,18,4:7:7:6,2,0.0159,0.0144,0.0016,0.1111,false
玩家单位1-16黑色背景.png,column,4,1242,1254,20,19,5:7:6:6,2,0.0159,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,column,4,1243,1254,19,19,5:6:6:6,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,column,4,1244,1254,1244,1244,2:10:9:9,718,0.9920,0.9920,0.5726,0.5772,true
玩家单位1-16黑色背景.png,column,4,1245,1254,1244,1244,5:7:7:7,471,0.9920,0.9920,0.3756,0.3786,true
玩家单位1-16黑色背景.png,column,4,1246,1254,1244,1243,4:5:5:5,1059,0.9920,0.9912,0.8445,0.8520,true
玩家单位1-16黑色背景.png,column,4,1247,1254,19,8,0:0:0:0,8,0.0152,0.0064,0.0064,1.0000,false
玩家单位1-16黑色背景.png,column,4,1248,1254,0,0,,0,0.0000,0.0000,0.0000,0.0000,false
玩家单位1-16黑色背景.png,column,4,1249,1254,0,0,,0,0.0000,0.0000,0.0000,0.0000,false
玩家单位1-16黑色背景.png,column,4,1250,1254,0,0,,0,0.0000,0.0000,0.0000,0.0000,false
玩家单位1-16黑色背景.png,column,4,1251,1254,0,0,,0,0.0000,0.0000,0.0000,0.0000,false
玩家单位1-16黑色背景.png,column,4,1252,1254,0,0,,0,0.0000,0.0000,0.0000,0.0000,false
玩家单位1-16黑色背景.png,column,4,1253,1254,0,0,,0,0.0000,0.0000,0.0000,0.0000,false
玩家单位1-16黑色背景.png,row,0,0,1254,0,0,,0,0.0000,0.0000,0.0000,0.0000,false
玩家单位1-16黑色背景.png,row,0,1,1254,0,0,,0,0.0000,0.0000,0.0000,0.0000,false
玩家单位1-16黑色背景.png,row,0,2,1254,0,0,,0,0.0000,0.0000,0.0000,0.0000,false
玩家单位1-16黑色背景.png,row,0,3,1254,0,0,,0,0.0000,0.0000,0.0000,0.0000,false
玩家单位1-16黑色背景.png,row,0,4,1254,1241,1097,0:3:3:3,360,0.9896,0.8748,0.2871,0.3282,true
玩家单位1-16黑色背景.png,row,0,5,1254,1243,1242,4:6:6:5,709,0.9912,0.9904,0.5654,0.5709,true
玩家单位1-16黑色背景.png,row,0,6,1254,1242,1242,4:7:6:6,937,0.9904,0.9904,0.7472,0.7544,true
玩家单位1-16黑色背景.png,row,0,7,1254,1242,1242,1:9:8:8,634,0.9904,0.9904,0.5056,0.5105,true
玩家单位1-16黑色背景.png,row,0,8,1254,19,19,5:6:6:5,3,0.0152,0.0152,0.0024,0.1579,false
玩家单位1-16黑色背景.png,row,0,9,1254,19,19,5:6:6:5,3,0.0152,0.0152,0.0024,0.1579,false
玩家单位1-16黑色背景.png,row,0,10,1254,19,19,5:6:6:6,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,0,11,1254,19,19,5:6:6:6,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,0,12,1254,19,19,5:6:6:6,3,0.0152,0.0152,0.0024,0.1579,false
玩家单位1-16黑色背景.png,row,0,13,1254,19,19,5:6:6:6,3,0.0152,0.0152,0.0024,0.1579,false
玩家单位1-16黑色背景.png,row,0,14,1254,19,19,4:7:6:6,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,0,15,1254,19,19,5:6:6:5,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,0,16,1254,19,19,4:7:6:6,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,1,298,1254,19,19,4:7:7:7,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,1,299,1254,19,19,4:7:7:6,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,1,300,1254,19,19,4:7:7:6,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,1,301,1254,19,19,4:7:7:6,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,1,302,1254,20,20,5:6:6:6,2,0.0159,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,row,1,303,1254,20,20,5:6:6:6,2,0.0159,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,row,1,304,1254,20,20,5:7:6:6,4,0.0159,0.0159,0.0032,0.2000,false
玩家单位1-16黑色背景.png,row,1,305,1254,20,20,5:7:6:6,2,0.0159,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,row,1,306,1254,21,21,4:7:7:6,3,0.0167,0.0167,0.0024,0.1429,false
玩家单位1-16黑色背景.png,row,1,307,1254,21,21,4:7:7:6,2,0.0167,0.0167,0.0016,0.0952,false
玩家单位1-16黑色背景.png,row,1,308,1254,21,21,5:7:6:6,2,0.0167,0.0167,0.0016,0.0952,false
玩家单位1-16黑色背景.png,row,1,309,1254,21,20,4:7:7:6,4,0.0167,0.0159,0.0032,0.2000,false
玩家单位1-16黑色背景.png,row,1,310,1254,21,20,4:7:7:6,4,0.0167,0.0159,0.0032,0.2000,false
玩家单位1-16黑色背景.png,row,1,311,1254,19,19,4:7:7:7,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,1,312,1254,20,20,4:7:7:7,2,0.0159,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,row,1,313,1254,19,19,4:7:7:6,4,0.0152,0.0152,0.0032,0.2105,false
玩家单位1-16黑色背景.png,row,1,314,1254,1242,1242,2:6:6:5,462,0.9904,0.9904,0.3684,0.3720,true
玩家单位1-16黑色背景.png,row,1,315,1254,1242,1242,5:6:6:6,828,0.9904,0.9904,0.6603,0.6667,true
玩家单位1-16黑色背景.png,row,1,316,1254,1242,1242,4:7:7:7,936,0.9904,0.9904,0.7464,0.7536,true
玩家单位1-16黑色背景.png,row,1,317,1254,1242,1242,1:10:9:9,500,0.9904,0.9904,0.3987,0.4026,true
玩家单位1-16黑色背景.png,row,1,318,1254,19,19,4:7:6:6,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,1,319,1254,19,19,4:7:6:6,3,0.0152,0.0152,0.0024,0.1579,false
玩家单位1-16黑色背景.png,row,1,320,1254,19,19,4:7:6:6,3,0.0152,0.0152,0.0024,0.1579,false
玩家单位1-16黑色背景.png,row,1,321,1254,19,19,5:6:6:5,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,1,322,1254,19,19,5:6:6:5,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,1,323,1254,20,20,5:7:6:6,3,0.0159,0.0159,0.0024,0.1500,false
玩家单位1-16黑色背景.png,row,1,324,1254,21,20,5:7:6:6,3,0.0167,0.0159,0.0024,0.1500,false
玩家单位1-16黑色背景.png,row,1,325,1254,21,20,5:7:6:6,3,0.0167,0.0159,0.0024,0.1500,false
玩家单位1-16黑色背景.png,row,1,326,1254,20,20,3:7:7:7,2,0.0159,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,row,1,327,1254,20,20,3:7:7:7,2,0.0159,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,row,1,328,1254,19,19,5:6:6:6,3,0.0152,0.0152,0.0024,0.1579,false
玩家单位1-16黑色背景.png,row,1,329,1254,19,19,5:6:6:6,3,0.0152,0.0152,0.0024,0.1579,false
玩家单位1-16黑色背景.png,row,1,330,1254,19,19,5:6:6:6,3,0.0152,0.0152,0.0024,0.1579,false
玩家单位1-16黑色背景.png,row,2,611,1254,19,19,5:6:6:6,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,2,612,1254,19,19,4:7:7:6,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,2,613,1254,19,19,4:7:7:6,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,2,614,1254,19,19,4:7:7:6,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,2,615,1254,19,19,4:7:7:6,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,2,616,1254,20,20,4:7:7:6,2,0.0159,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,row,2,617,1254,19,19,5:6:6:6,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,2,618,1254,19,19,5:6:6:6,3,0.0152,0.0152,0.0024,0.1579,false
玩家单位1-16黑色背景.png,row,2,619,1254,19,19,5:6:6:6,3,0.0152,0.0152,0.0024,0.1579,false
玩家单位1-16黑色背景.png,row,2,620,1254,19,19,5:6:6:6,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,2,621,1254,19,19,5:6:6:6,3,0.0152,0.0152,0.0024,0.1579,false
玩家单位1-16黑色背景.png,row,2,622,1254,19,19,5:6:6:6,3,0.0152,0.0152,0.0024,0.1579,false
玩家单位1-16黑色背景.png,row,2,623,1254,19,19,5:6:6:6,3,0.0152,0.0152,0.0024,0.1579,false
玩家单位1-16黑色背景.png,row,2,624,1254,20,20,4:7:6:6,2,0.0159,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,row,2,625,1254,1243,1243,2:7:7:6,902,0.9912,0.9912,0.7193,0.7257,true
玩家单位1-16黑色背景.png,row,2,626,1254,1242,1242,5:6:6:6,684,0.9904,0.9904,0.5455,0.5507,true
玩家单位1-16黑色背景.png,row,2,627,1254,1242,1242,4:7:7:6,791,0.9904,0.9904,0.6308,0.6369,true
玩家单位1-16黑色背景.png,row,2,628,1254,81,81,0:10:10:10,14,0.0646,0.0646,0.0112,0.1728,false
玩家单位1-16黑色背景.png,row,2,629,1254,19,19,4:6:6:6,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,2,630,1254,19,19,2:7:7:7,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,2,631,1254,19,19,4:7:7:6,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,2,632,1254,19,19,5:6:6:5,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,2,633,1254,19,19,5:6:6:5,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,2,634,1254,19,19,5:6:6:5,3,0.0152,0.0152,0.0024,0.1579,false
玩家单位1-16黑色背景.png,row,2,635,1254,19,19,5:6:6:5,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,2,636,1254,19,19,3:7:7:7,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,2,637,1254,19,19,5:6:6:6,3,0.0152,0.0152,0.0024,0.1579,false
玩家单位1-16黑色背景.png,row,2,638,1254,22,22,5:6:6:6,3,0.0175,0.0175,0.0024,0.1364,false
玩家单位1-16黑色背景.png,row,2,639,1254,24,24,2:0:0:0,4,0.0191,0.0191,0.0032,0.1667,false
玩家单位1-16黑色背景.png,row,2,640,1254,29,29,5:6:6:6,4,0.0231,0.0231,0.0032,0.1379,false
玩家单位1-16黑色背景.png,row,2,641,1254,27,27,15:10:10:10,4,0.0215,0.0215,0.0032,0.1481,false
玩家单位1-16黑色背景.png,row,2,642,1254,36,36,5:6:6:6,4,0.0287,0.0287,0.0032,0.1111,false
玩家单位1-16黑色背景.png,row,2,643,1254,35,35,15:10:10:10,5,0.0279,0.0279,0.0040,0.1429,false
玩家单位1-16黑色背景.png,row,3,924,1254,21,20,5:6:6:5,2,0.0167,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,row,3,925,1254,20,20,5:6:6:5,2,0.0159,0.0159,0.0016,0.1000,false
玩家单位1-16黑色背景.png,row,3,926,1254,19,19,4:7:7:7,2,0.0152,0.0152,0.0016,0.1053,false
玩家单位1-16黑色背景.png,row,3,927,1254,19,19,4:7:6:6,4,0.0152,0.0152,0.0032,0.2105,false
玩家单位1-16黑色背景.png,row,3,928,1254,19,19,4:7:6:6,4,0.0152,0.0152,0.0032,0.2105,false
玩家单位1-16黑色背景.png,row,3,929,1254,53,48,0:8:6:6,6,0.0423,0.0383,0.0048,0.1250,false
玩家单位1-16黑色背景.png,row,3,930,1254,1242,1242,3:6:6:5,666,0.9904,0.9904,0.5311,0.5362,true
玩家单位1-16黑色背景.png,row,3,931,1254,1242,1242,5:7:6:6,1065,0.9904,0.9904,0.8493,0.8575,true
玩家单位1-16黑色背景.png,row,3,932,1254,1242,1242,2:8:8:7,601,0.9904,0.9904,0.4793,0.4839,true
玩家单位1-16黑色背景.png,row,3,933,1254,18,18,3:6:5:5,2,0.0144,0.0144,0.0016,0.1111,false
玩家单位1-16黑色背景.png,row,3,934,1254,19,19,4:6:6:5,3,0.0152,0.0152,0.0024,0.1579,false
